EfficientNetV2S,InceptionV3,Xception,Comparison,TestRatio,Test
1.0,0.031335488690554025,0.06787047921026944,EfficientNetV2S,9/1,Dunn
0.031335488690554025,1.0,0.7443020557135822,InceptionV3,9/1,Dunn
0.06787047921026944,0.7443020557135822,1.0,Xception,9/1,Dunn
