EfficientNetV2S,InceptionV3,Xception,Comparison,TestRatio,Test
1.0,0.06714566215891554,0.03335495891975483,EfficientNetV2S,2/8,Dunn
0.06714566215891554,1.0,0.5126335744055843,InceptionV3,2/8,Dunn
0.03335495891975483,0.5126335744055843,1.0,Xception,2/8,Dunn
