EfficientNetV2S,InceptionV3,Xception,Comparison,TestRatio,Test
1.0,0.036023167674580824,0.036023167674580824,EfficientNetV2S,3/7,Dunn
0.036023167674580824,1.0,0.7443020557135822,InceptionV3,3/7,Dunn
0.036023167674580824,0.7443020557135822,1.0,Xception,3/7,Dunn
