EfficientNetV2S,InceptionV3,Xception,Comparison,TestRatio,Test
1.0,0.026495637656850837,0.03482405274782286,EfficientNetV2S,5/5,Dunn
0.026495637656850837,1.0,0.9323095329930235,InceptionV3,5/5,Dunn
0.03482405274782286,0.9323095329930235,1.0,Xception,5/5,Dunn
